Mapping of Comorbidities Included in the PDPM NTA Component to ICD-10-CM Codes,,,,
Overview,,,,
"The following mappings of CCs and RxCCs to ICD-10-CM codes are based on the FY 2026 Initial Risk Adjustment model software (using HCC model v22 for CCs) and the FY 2024 Midyear Risk Adjustment model software (using RxHCC v05 for RxCCs) found at https://www.cms.gov/medicare/payment/medicare-advantage-rates-statistics/risk-adjustment. New codes with values of ""N/A"" in the RxCC/CC column (column D) have been added from the latest FY 2026 ICD-10-CM addenda found at https://www.cms.gov/medicare/coding-billing/icd-10-codes and were assigned to NTA comorbidities that share the same code family (i.e. the first 3 digits) to ensure the established NTA comorbidities are up to date. The FY 2026 ICD-10-CM addenda is also used to add new codes if they belong to the Endocarditis comorbidity and to confirm if any existing codes become unbillable and need to be removed from the existing NTA mappings.",,,,
No data,,,,
Sort Order,Comorbidity Description,RxCC/CC,ICD-10-CM Code,ICD-10-CM Code Description
This is a filter cell,This is a filter cell,This is a filter cell,This is a filter cell,This is a filter cell
1935,Complications of Specified Implanted Device or Graft ,N/A ,T83.120D ,"Displacement of urinary electronic stimulator device, subsequent encounter "
1936,Complications of Specified Implanted Device or Graft ,N/A ,T83.121D ,"Displacement of implanted urinary sphincter, subsequent encounter "
1937,Complications of Specified Implanted Device or Graft ,N/A ,T83.122D ,"Displacement of indwelling ureteral stent, subsequent encounter "
1938,Complications of Specified Implanted Device or Graft ,N/A ,T83.123D ,"Displacement of other urinary stents, subsequent encounter "
1939,Complications of Specified Implanted Device or Graft ,N/A ,T83.128D ,"Displacement of other urinary devices and implants, subsequent encounter "
1940,Complications of Specified Implanted Device or Graft ,N/A ,T83.190D ,"Other mechanical complication of urinary electronic stimulator device, subsequent encounter "
1941,Complications of Specified Implanted Device or Graft ,N/A ,T83.191D ,"Other mechanical complication of implanted urinary sphincter, subsequent encounter "
1942,Complications of Specified Implanted Device or Graft ,N/A ,T83.192D ,"Other mechanical complication of indwelling ureteral stent, subsequent encounter "
1943,Complications of Specified Implanted Device or Graft ,N/A ,T83.193D ,"Other mechanical complication of other urinary stent, subsequent encounter "
1944,Complications of Specified Implanted Device or Graft ,N/A ,T83.198D ,"Other mechanical complication of other urinary devices and implants, subsequent encounter "
1945,Complications of Specified Implanted Device or Graft ,N/A ,T83.21XD ,"Breakdown (mechanical) of graft of urinary organ, subsequent encounter "
1946,Complications of Specified Implanted Device or Graft ,N/A ,T83.22XD ,"Displacement of graft of urinary organ, subsequent encounter "
1947,Complications of Specified Implanted Device or Graft ,N/A ,T83.23XD ,"Leakage of graft of urinary organ, subsequent encounter "
1948,Complications of Specified Implanted Device or Graft ,N/A ,T83.24XD ,"Erosion of graft of urinary organ, subsequent encounter "
1949,Complications of Specified Implanted Device or Graft ,N/A ,T83.25XD ,"Exposure of graft of urinary organ, subsequent encounter "
1950,Complications of Specified Implanted Device or Graft ,N/A ,T83.29XD ,"Other mechanical complication of graft of urinary organ, subsequent encounter "
1951,Complications of Specified Implanted Device or Graft ,N/A ,T83.410D ,"Breakdown (mechanical) of implanted penile prosthesis, subsequent encounter "
1952,Complications of Specified Implanted Device or Graft ,N/A ,T83.411D ,"Breakdown (mechanical) of implanted testicular prosthesis, subsequent encounter "
1953,Complications of Specified Implanted Device or Graft ,N/A ,T83.418D ,"Breakdown (mechanical) of other prosthetic devices, implants and grafts of genital tract, subsequent encounter "
1954,Complications of Specified Implanted Device or Graft ,N/A ,T83.420D ,"Displacement of implanted penile prosthesis, subsequent encounter "
1955,Complications of Specified Implanted Device or Graft ,N/A ,T83.421D ,"Displacement of implanted testicular prosthesis, subsequent encounter "
1956,Complications of Specified Implanted Device or Graft ,N/A ,T83.428D ,"Displacement of other prosthetic devices, implants and grafts of genital tract, subsequent encounter "
1957,Complications of Specified Implanted Device or Graft ,N/A ,T83.490D ,"Other mechanical complication of implanted penile prosthesis, subsequent encounter "
1958,Complications of Specified Implanted Device or Graft ,N/A ,T83.491D ,"Other mechanical complication of implanted testicular prosthesis, subsequent encounter "
1959,Complications of Specified Implanted Device or Graft ,N/A ,T83.498D ,"Other mechanical complication of other prosthetic devices, implants and grafts of genital tract, subsequent encounter "
1960,Complications of Specified Implanted Device or Graft ,N/A ,T83.510D ,"Infection and inflammatory reaction due to cystostomy catheter, subsequent encounter "
1961,Complications of Specified Implanted Device or Graft ,N/A ,T83.511D ,"Infection and inflammatory reaction due to indwelling urethral catheter, subsequent encounter "
1962,Complications of Specified Implanted Device or Graft ,N/A ,T83.512D ,"Infection and inflammatory reaction due to nephrostomy catheter, subsequent encounter "
1963,Complications of Specified Implanted Device or Graft ,N/A ,T83.518D ,"Infection and inflammatory reaction due to other urinary catheter, subsequent encounter "
1964,Complications of Specified Implanted Device or Graft ,N/A ,T83.590D ,"Infection and inflammatory reaction due to implanted urinary neurostimulation device, subsequent encounter "
1965,Complications of Specified Implanted Device or Graft ,N/A ,T83.591D ,"Infection and inflammatory reaction due to implanted urinary sphincter, subsequent encounter "
1966,Complications of Specified Implanted Device or Graft ,N/A ,T83.592D ,"Infection and inflammatory reaction due to indwelling ureteral stent, subsequent encounter "
1967,Complications of Specified Implanted Device or Graft ,N/A ,T83.593D ,"Infection and inflammatory reaction due to other urinary stents, subsequent encounter "
1968,Complications of Specified Implanted Device or Graft ,N/A ,T83.598D ,"Infection and inflammatory reaction due to other prosthetic device, implant and graft in urinary system, subsequent encounter "
1969,Complications of Specified Implanted Device or Graft ,N/A ,T83.61XD ,"Infection and inflammatory reaction due to implanted penile prosthesis, subsequent encounter "
1970,Complications of Specified Implanted Device or Graft ,N/A ,T83.62XD ,"Infection and inflammatory reaction due to implanted testicular prosthesis, subsequent encounter "
1971,Complications of Specified Implanted Device or Graft ,N/A ,T83.69XD ,"Infection and inflammatory reaction due to other prosthetic device, implant and graft in genital tract, subsequent encounter "
1972,Complications of Specified Implanted Device or Graft ,N/A ,T83.711D ,"Erosion of implanted vaginal mesh to surrounding organ or tissue, subsequent encounter "
1973,Complications of Specified Implanted Device or Graft ,N/A ,T83.712D ,"Erosion of implanted urethral mesh to surrounding organ or tissue, subsequent encounter "
1974,Complications of Specified Implanted Device or Graft ,N/A ,T83.713D ,"Erosion of implanted urethral bulking agent to surrounding organ or tissue, subsequent encounter "
1975,Complications of Specified Implanted Device or Graft ,N/A ,T83.714D ,"Erosion of implanted ureteral bulking agent to surrounding organ or tissue, subsequent encounter "
1976,Complications of Specified Implanted Device or Graft ,N/A ,T83.718D ,"Erosion of other implanted mesh to organ or tissue, subsequent encounter "
1977,Complications of Specified Implanted Device or Graft ,N/A ,T83.719D ,"Erosion of other prosthetic materials to surrounding organ or tissue, subsequent encounter "
1978,Complications of Specified Implanted Device or Graft ,N/A ,T83.721D ,"Exposure of implanted vaginal mesh into vagina, subsequent encounter "
1979,Complications of Specified Implanted Device or Graft ,N/A ,T83.722D ,"Exposure of implanted urethral mesh into urethra, subsequent encounter "
1980,Complications of Specified Implanted Device or Graft ,N/A ,T83.723D ,"Exposure of implanted urethral bulking agent into urethra, subsequent encounter "
1981,Complications of Specified Implanted Device or Graft ,N/A ,T83.724D ,"Exposure of implanted ureteral bulking agent into ureter, subsequent encounter "
1982,Complications of Specified Implanted Device or Graft ,N/A ,T83.728D ,"Exposure of other implanted mesh into organ or tissue, subsequent encounter "
1983,Complications of Specified Implanted Device or Graft ,N/A ,T83.729D ,"Exposure of other prosthetic materials into organ or tissue, subsequent encounter "
1984,Complications of Specified Implanted Device or Graft ,N/A ,T83.79XD ,"Other specified complications due to other genitourinary prosthetic materials, subsequent encounter "
1985,Complications of Specified Implanted Device or Graft ,N/A ,T83.81XD ,"Embolism due to genitourinary prosthetic devices, implants and grafts, subsequent encounter "
1986,Complications of Specified Implanted Device or Graft ,N/A ,T83.82XD ,"Fibrosis due to genitourinary prosthetic devices, implants and grafts, subsequent encounter "
1987,Complications of Specified Implanted Device or Graft ,N/A ,T83.83XD ,"Hemorrhage due to genitourinary prosthetic devices, implants and grafts, subsequent encounter "
1988,Complications of Specified Implanted Device or Graft ,N/A ,T83.84XD ,"Pain due to genitourinary prosthetic devices, implants and grafts, subsequent encounter "
1989,Complications of Specified Implanted Device or Graft ,N/A ,T83.85XD ,"Stenosis due to genitourinary prosthetic devices, implants and grafts, subsequent encounter "
1990,Complications of Specified Implanted Device or Graft ,N/A ,T83.86XD ,"Thrombosis due to genitourinary prosthetic devices, implants and grafts, subsequent encounter "
1991,Complications of Specified Implanted Device or Graft ,N/A ,T83.89XD ,"Other specified complication of genitourinary prosthetic devices, implants and grafts, subsequent encounter "
1992,Complications of Specified Implanted Device or Graft ,N/A ,T83.9XXD ,"Unspecified complication of genitourinary prosthetic device, implant and graft, subsequent encounter "
1993,Complications of Specified Implanted Device or Graft ,N/A ,T84.010D ,"Broken internal right hip prosthesis, subsequent encounter "
1994,Complications of Specified Implanted Device or Graft ,N/A ,T84.011D ,"Broken internal left hip prosthesis, subsequent encounter "
1995,Complications of Specified Implanted Device or Graft ,N/A ,T84.012D ,"Broken internal right knee prosthesis, subsequent encounter "
1996,Complications of Specified Implanted Device or Graft ,N/A ,T84.013D ,"Broken internal left knee prosthesis, subsequent encounter "
1997,Complications of Specified Implanted Device or Graft ,N/A ,T84.018D ,"Broken internal joint prosthesis, other site, subsequent encounter "
1998,Complications of Specified Implanted Device or Graft ,N/A ,T84.019D ,"Broken internal joint prosthesis, unspecified site, subsequent encounter "
1999,Complications of Specified Implanted Device or Graft ,N/A ,T84.020D ,"Dislocation of internal right hip prosthesis, subsequent encounter "
2000,Complications of Specified Implanted Device or Graft ,N/A ,T84.021D ,"Dislocation of internal left hip prosthesis, subsequent encounter "
2001,Complications of Specified Implanted Device or Graft ,N/A ,T84.022D ,"Instability of internal right knee prosthesis, subsequent encounter "
2002,Complications of Specified Implanted Device or Graft ,N/A ,T84.023D ,"Instability of internal left knee prosthesis, subsequent encounter "
2003,Complications of Specified Implanted Device or Graft ,N/A ,T84.028D ,"Dislocation of other internal joint prosthesis, subsequent encounter "
2004,Complications of Specified Implanted Device or Graft ,N/A ,T84.029D ,"Dislocation of unspecified internal joint prosthesis, subsequent encounter "
2005,Complications of Specified Implanted Device or Graft ,N/A ,T84.030D ,"Mechanical loosening of internal right hip prosthetic joint, subsequent encounter "
2006,Complications of Specified Implanted Device or Graft ,N/A ,T84.031D ,"Mechanical loosening of internal left hip prosthetic joint, subsequent encounter "
2007,Complications of Specified Implanted Device or Graft ,N/A ,T84.032D ,"Mechanical loosening of internal right knee prosthetic joint, subsequent encounter "
2008,Complications of Specified Implanted Device or Graft ,N/A ,T84.033D ,"Mechanical loosening of internal left knee prosthetic joint, subsequent encounter "
2009,Complications of Specified Implanted Device or Graft ,N/A ,T84.038D ,"Mechanical loosening of other internal prosthetic joint, subsequent encounter "
2010,Complications of Specified Implanted Device or Graft ,N/A ,T84.039D ,"Mechanical loosening of unspecified internal prosthetic joint, subsequent encounter "
2011,Complications of Specified Implanted Device or Graft ,N/A ,T84.050D ,"Periprosthetic osteolysis of internal prosthetic right hip joint, subsequent encounter "
2012,Complications of Specified Implanted Device or Graft ,N/A ,T84.051D ,"Periprosthetic osteolysis of internal prosthetic left hip joint, subsequent encounter "
2013,Complications of Specified Implanted Device or Graft ,N/A ,T84.052D ,"Periprosthetic osteolysis of internal prosthetic right knee joint, subsequent encounter "
2014,Complications of Specified Implanted Device or Graft ,N/A ,T84.053D ,"Periprosthetic osteolysis of internal prosthetic left knee joint, subsequent encounter "
2015,Complications of Specified Implanted Device or Graft ,N/A ,T84.058D ,"Periprosthetic osteolysis of other internal prosthetic joint, subsequent encounter "
2016,Complications of Specified Implanted Device or Graft ,N/A ,T84.059D ,"Periprosthetic osteolysis of unspecified internal prosthetic joint, subsequent encounter "
2017,Complications of Specified Implanted Device or Graft ,N/A ,T84.060D ,"Wear of articular bearing surface of internal prosthetic right hip joint, subsequent encounter "
2018,Complications of Specified Implanted Device or Graft ,N/A ,T84.061D ,"Wear of articular bearing surface of internal prosthetic left hip joint, subsequent encounter "
2019,Complications of Specified Implanted Device or Graft ,N/A ,T84.062D ,"Wear of articular bearing surface of internal prosthetic right knee joint, subsequent encounter "
2020,Complications of Specified Implanted Device or Graft ,N/A ,T84.063D ,"Wear of articular bearing surface of internal prosthetic left knee joint, subsequent encounter "
2021,Complications of Specified Implanted Device or Graft ,N/A ,T84.068D ,"Wear of articular bearing surface of other internal prosthetic joint, subsequent encounter "
2022,Complications of Specified Implanted Device or Graft ,N/A ,T84.069D ,"Wear of articular bearing surface of unspecified internal prosthetic joint, subsequent encounter "
2023,Complications of Specified Implanted Device or Graft ,N/A ,T84.090D ,"Other mechanical complication of internal right hip prosthesis, subsequent encounter "
2024,Complications of Specified Implanted Device or Graft ,N/A ,T84.091D ,"Other mechanical complication of internal left hip prosthesis, subsequent encounter "
2025,Complications of Specified Implanted Device or Graft ,N/A ,T84.092D ,"Other mechanical complication of internal right knee prosthesis, subsequent encounter "
2026,Complications of Specified Implanted Device or Graft ,N/A ,T84.093D ,"Other mechanical complication of internal left knee prosthesis, subsequent encounter "
2027,Complications of Specified Implanted Device or Graft ,N/A ,T84.098D ,"Other mechanical complication of other internal joint prosthesis, subsequent encounter "
2028,Complications of Specified Implanted Device or Graft ,N/A ,T84.099D ,"Other mechanical complication of unspecified internal joint prosthesis, subsequent encounter "
2029,Complications of Specified Implanted Device or Graft ,N/A ,T84.110D ,"Breakdown (mechanical) of internal fixation device of right humerus, subsequent encounter "
2030,Complications of Specified Implanted Device or Graft ,N/A ,T84.111D ,"Breakdown (mechanical) of internal fixation device of left humerus, subsequent encounter "
2031,Complications of Specified Implanted Device or Graft ,N/A ,T84.112D ,"Breakdown (mechanical) of internal fixation device of bone of right forearm, subsequent encounter "
2032,Complications of Specified Implanted Device or Graft ,N/A ,T84.113D ,"Breakdown (mechanical) of internal fixation device of bone of left forearm, subsequent encounter "
2033,Complications of Specified Implanted Device or Graft ,N/A ,T84.114D ,"Breakdown (mechanical) of internal fixation device of right femur, subsequent encounter "
2034,Complications of Specified Implanted Device or Graft ,N/A ,T84.115D ,"Breakdown (mechanical) of internal fixation device of left femur, subsequent encounter "
2035,Complications of Specified Implanted Device or Graft ,N/A ,T84.116D ,"Breakdown (mechanical) of internal fixation device of bone of right lower leg, subsequent encounter "
2036,Complications of Specified Implanted Device or Graft ,N/A ,T84.117D ,"Breakdown (mechanical) of internal fixation device of bone of left lower leg, subsequent encounter "
2037,Complications of Specified Implanted Device or Graft ,N/A ,T84.119D ,"Breakdown (mechanical) of internal fixation device of unspecified bone of limb, subsequent encounter "
